,IPO year,country,market capital,name,subsector,symbol
186,2007,UnitedStates,$5.72M,"NovaBayPharmaceuticals,Inc.",MajorPharmaceuticals,NBY
187,n/a,Canada,$1.27B,NovagoldResourcesInc.,PreciousMetals,NG
188,2016,UnitedStates,$58.14M,"Novan,Inc.",MajorPharmaceuticals,NOVN
189,n/a,UnitedStates,$2.8B,NovantaInc.,IndustrialMachinery/Components,NOVT
190,n/a,Switzerland,$196.85B,NovartisAG,MajorPharmaceuticals,NVS
191,n/a,UnitedStates,$134.5M,"Novavax,Inc.",Biotechnology:BiologicalProducts(NoDiagnosticSubstances),NVAX
192,n/a,Canada,$15.57M,NovelionTherapeuticsInc.,MajorPharmaceuticals,NVLN
193,n/a,Denmark,$112.13B,NovoNordiskA/S,MajorPharmaceuticals,NVO
194,2015,Jersey,$5.15B,NovoCureLimited,Medical/DentalInstruments,NVCR
195,2014,UnitedStates,$21.54M,"NovusTherapeutics,Inc.",MajorPharmaceuticals,NVUS
196,2014,n/a,$1.47B,NOWInc.,MetalFabrications,DNOW
197,2017,n/a,$343.21M,NRCGroupHoldingsCorp.,EnvironmentalServices,NRCG
198,n/a,n/a,n/a,NRCGroupHoldingsCorp.,n/a,NRCG.WS
199,n/a,UnitedStates,$9.01B,"NRGEnergy,Inc.",ElectricUtilities:Central,NRG
200,n/a,UnitedStates,$9.93M,"NTNBuzztime,Inc.",Broadcasting,NTN
201,1996,UnitedStates,$2.67B,"NuSkinEnterprises,Inc.",OtherPharmaceuticals,NUS
202,n/a,UnitedStates,$4.98B,"NuanceCommunications,Inc.",ComputerSoftware:PrepackagedSoftware,NUAN
203,2017,UnitedKingdom,$444.86M,NuCanaplc,MajorPharmaceuticals,NCNA
204,n/a,UnitedStates,$15.02B,NucorCorporation,Steel/IronOre,NUE
205,n/a,UnitedStates,$2.93B,NustarEnergyL.P.,NaturalGasDistribution,NS
206,n/a,UnitedStates,n/a,NustarEnergyL.P.,n/a,NS^A
207,n/a,UnitedStates,n/a,NustarEnergyL.P.,n/a,NS^B
208,n/a,UnitedStates,n/a,NustarEnergyL.P.,n/a,NS^C
209,n/a,UnitedStates,n/a,"NuStarLogistics,L.P.",n/a,NSS
210,2016,UnitedStates,$5.95B,"Nutanix,Inc.",ComputerSoftware:PrepackagedSoftware,NTNX
211,2018,n/a,$28.68B,NutrienLtd.,AgriculturalChemicals,NTR
212,2004,UnitedStates,$3.1B,"NuVasive,Inc.",Medical/DentalInstruments,NUVA
213,n/a,UnitedStates,$69.06M,NuvectraCorporation,Medical/DentalInstruments,NVTR
214,2014,n/a,$83.97M,NuveenAllCapEnergyMLPOpportunitiesFund,n/a,JMLP
215,2002,UnitedStates,$3.18B,NuveenAMT-FreeMunicipalCreditIncomeFund,n/a,NVG
216,1987,UnitedStates,$2.09B,NuveenAMT-FreeMunicipalValueFund,n/a,NUV
217,2009,UnitedStates,$255.93M,NuveenAMT-FreeMunicipalValueFund,n/a,NUW
218,2002,UnitedStates,$3.55B,NuveenAMT-FreeQualityMunicipalIncomeFund,n/a,NEA
219,1992,UnitedStates,$149.85M,NuveenArizonaQualityMunicipalIncomeFund,n/a,NAZ
220,2002,UnitedStates,$678.12M,NuveenCaliforniaAMT-FreeQualityMunicipalIncomeFund,n/a,NKX
221,n/a,UnitedStates,$52.62M,NuveenCaliforniaMunicipalValueFund2,n/a,NCB
222,n/a,UnitedStates,$280.07M,"NuveenCaliforniaMunicipalValueFund,Inc.",n/a,NCA
223,1999,UnitedStates,$2.06B,NuveenCaliforniaQualityMunicipalIncomeFund,n/a,NAC
224,1993,UnitedStates,$187.71M,NuveenConnecticutQualityMunicipalIncomeFund,n/a,NTC
225,2007,UnitedStates,$214.62M,NuveenCoreEquityAlphaFund,n/a,JCE
226,2017,UnitedStates,$266.87M,NuveenCreditOpportunities2022TargetTermFund,n/a,JCO
227,2003,UnitedStates,$1.05B,NuveenCreditStrategiesIncomeFund,n/a,JQC
228,2003,UnitedStates,$203.68M,NuveenDiversifiedDividendandIncomeFund,n/a,JDD
229,2014,n/a,$621.51M,NuveenDow30SMDynamicOverwriteFund,n/a,DIAX
230,2017,n/a,$122M,NuveenEmergingMarketsDebt2022TargetTermFund,n/a,JEMD
231,2011,UnitedStates,$370.75M,NuveenEnergyMLPTotalReturnFund,n/a,JMF
232,2009,UnitedStates,$351.3M,NuveenEnhancedMunicipalValueFund,n/a,NEV
233,2004,UnitedStates,$560.65M,NuveenFloatingRateIncomeFund,n/a,JFR
234,2004,UnitedStates,$394.87M,NuveenFloatingRateIncomeOpportuntiyFund,n/a,JRO
235,2002,UnitedStates,$128.75M,NuveenGeorgiaQualityMunicipalIncomeFund,n/a,NKG
236,2014,UnitedStates,$352.76M,NuveenGlobalHighIncomeFund,n/a,JGH
237,2015,n/a,$156.69M,NuveenHighIncome2020TargetTermFund,n/a,JHY
238,2018,n/a,$69.16M,NuveenHighIncome2023TargetTermFund,n/a,JHAA
239,2016,UnitedStates,$267.66M,NuveenHighIncomeDecember2019TargetTermFund,n/a,JHD
240,2016,n/a,$549.22M,NuveenHighIncomeNovember2021TargetTermFund,n/a,JHB
241,1992,UnitedStates,$90.8M,NuveenInsuredCaliforniaSelectTax-FreeIncomePortfolio,n/a,NXC
242,1992,UnitedStates,$54.44M,NuveenInsuredNewYorkSelectTax-FreeIncomePortfolio,n/a,NXN
243,2012,UnitedStates,$627.18M,NuveenIntermediateDurationMunicipalTermFund,n/a,NID
244,1993,UnitedStates,$297.87M,NuveenMarylandQualityMunicipalIncomeFund,n/a,NMY
245,n/a,UnitedStates,$120.5M,NuveenMassachusettsMunicipalIncomeFund,n/a,NMT
246,1991,UnitedStates,$271.65M,NuveenMichiganQualityMunicipalIncomeFund,n/a,NUM
247,2014,UnitedStates,$79.22M,NuveenMinnesotaQualityMunicipalIncomeFund,n/a,NMS
248,1993,UnitedStates,$32.75M,NuveenMissouriQualityMunicipalIncomeFund,n/a,NOM
249,2009,UnitedStates,$367.99M,NuveenMortgageOpportunityTermFund,n/a,JLS
250,n/a,UnitedStates,$68.28M,NuveenMulti-MarketIncomeFund,n/a,JMM
251,2016,UnitedStates,$83.38M,NuveenMunicipal2021TargetTermFund,n/a,NHA
252,2007,UnitedStates,$2.21B,NuveenMunicipalCreditIncomeFund,n/a,NZF
253,2003,UnitedStates,$886.85M,NuveenMunicipalHighIncomeOpportunityFund,n/a,NMZ
254,1988,UnitedStates,$98.28M,"NuveenMunicipalIncomeFund,Inc.",n/a,NMI
255,n/a,UnitedStates,$842.49M,NuveenNASDAQ100DynamicOverwriteFund,n/a,QQQX
256,n/a,UnitedStates,$21.36M,NuveenNewJerseyMunicipalValueFund,n/a,NJV
257,2001,UnitedStates,$586.65M,NuveenNewJerseyQualityMunicipalIncomeFund,n/a,NXJ
258,2002,UnitedStates,$1.15B,NuveenNewYorkAMT-FreeQualityMunicipal,n/a,NRK
259,2009,UnitedStates,$34.19M,NuveenNewYorkMunicipalValueFund2,n/a,NYV
260,1988,UnitedStates,$153.4M,"NuveenNewYorkMunicipalValueFund,Inc.",n/a,NNY
261,1999,UnitedStates,$421.43M,NuveenNewYorkQualityMunicipalIncomeFund,n/a,NAN
262,1993,UnitedStates,$214.59M,NuveenNorthCarolinaQualityMunicipalIncomeFd,n/a,NNC
263,1991,UnitedStates,$273.84M,NuveenOhioQualityMunicipalIncomeFund,n/a,NUO
264,2009,UnitedStates,$16.81M,NuveenPennsylvaniaMunicipalValueFund,n/a,NPN
265,1991,UnitedStates,$506.54M,NuveenPennsylvaniaQualityMunicipalIncomeFund,n/a,NQP
266,2003,UnitedStates,$991.99M,NuveenPreferred&IncomeOpportunitiesFund,n/a,JPC
267,2002,UnitedStates,$1.88B,NuveenPreferred&IncomeSecuritiesFund,n/a,JPS
268,2017,UnitedStates,$160.2M,NuveenPreferredandIncome2022TermFund,n/a,JPT
269,2012,n/a,$525.01M,NuveenPreferredandIncomeTermFund,n/a,JPI
270,1999,UnitedStates,$2.76B,NuveenQualityMunicipalIncomeFund,n/a,NAD
271,2012,UnitedStates,$443.35M,NuveenRealAssetIncomeandGrowthFund,n/a,JRI
272,2001,UnitedStates,$293.55M,NuveenRealEstateFund,n/a,JRS
273,n/a,UnitedStates,$1.34B,NuveenS&P500Buy-WriteIncomeFund,n/a,BXMX
274,n/a,UnitedStates,$255.04M,NuveenS&P500DynamicOverwriteFund,n/a,SPXX
275,1992,UnitedStates,$128.81M,NuveenSelectMaturitiesMunicipalFund,n/a,NIM
276,1992,UnitedStates,$252.2M,NuveenSelectTaxFreeIncomePortfolio,n/a,NXP
277,1992,UnitedStates,$253.48M,NuveenSelectTaxFreeIncomePortfolioII,n/a,NXQ
