,IPO year,country,market capital,name,subsector,symbol
261,n/a,UnitedStates,$16.58M,"SPARGroup,Inc.",BusinessServices,SGRP
262,2014,UnitedStates,$350.12M,"SparkEnergy,Inc.",PowerGeneration,SPKE
263,n/a,UnitedStates,$91.24M,"SparkEnergy,Inc.",PowerGeneration,SPKEP
264,2017,UnitedStates,$161.7M,"SparkNetworks,Inc.",OtherConsumerServices,LOV
265,2015,UnitedStates,$4.24B,"SparkTherapeutics,Inc.",Biotechnology:BiologicalProducts(NoDiagnosticSubstances),ONCE
266,2018,n/a,$683.79M,SpartanEnergyAcquisitionCorp,BusinessServices,SPAQ
267,2018,n/a,n/a,SpartanEnergyAcquisitionCorp,n/a,SPAQ.U
268,n/a,n/a,n/a,SpartanEnergyAcquisitionCorp,n/a,SPAQ.WS
269,n/a,UnitedStates,$318.16M,"SpartanMotors,Inc.",AutoManufacturing,SPAR
270,n/a,UnitedStates,$448.84M,SpartanNashCompany,FoodDistributors,SPTN
271,n/a,UnitedStates,$106.77M,SPDRDorseyWrightFixedIncomeAllocationETF,n/a,DWFI
272,n/a,UnitedStates,$112.38M,SpecialOpportunitiesFundInc.,n/a,SPE
273,n/a,UnitedStates,n/a,SpecialOpportunitiesFundInc.,n/a,SPE^B
274,n/a,UnitedStates,$2.69B,"SpectrumBrandsHoldings,Inc.",IndustrialMachinery/Components,SPB
275,n/a,UnitedStates,$852.04M,"SpectrumPharmaceuticals,Inc.",MajorPharmaceuticals,SPPI
276,1995,UnitedStates,$751.41M,"SpeedwayMotorsports,Inc.",Services-Misc.Amusement&Recreation,TRK
277,2017,UnitedStates,$196.27M,"SperoTherapeutics,Inc.",MajorPharmaceuticals,SPRO
278,n/a,Canada,$3.93M,Sphere3DCorp.,EDPServices,ANY
279,n/a,UnitedStates,$6.21M,SpherixIncorporated,Multi-SectorCompanies,SPEX
280,n/a,China,$38.17M,"SPIEnergyCo.,Ltd.",Semiconductors,SPI
281,n/a,UnitedStates,$4.17B,SpireInc.,Oil/GasTransmission,SR
282,n/a,UnitedStates,n/a,SpireInc.,n/a,SR^A
283,2006,UnitedStates,$8.61B,"SpiritAerosystemsHoldings,Inc.",Military/Government/Technical,SPR
284,n/a,UnitedStates,$3.22B,"SpiritAirlines,Inc.",AirFreight/DeliveryServices,SAVE
285,2018,n/a,$306.87M,SpiritMTAREIT,RealEstateInvestmentTrusts,SMTA
286,2018,UnitedStates,$306.47M,"SpiritofTexasBancshares,Inc.",MajorBanks,STXB
287,2013,UnitedStates,$4.16B,"SpiritRealtyCapital,Inc.",Buildingoperators,SRC
288,n/a,UnitedStates,n/a,"SpiritRealtyCapital,Inc.",n/a,SRC^A
289,2012,UnitedStates,$17.66B,SplunkInc.,ComputerSoftware:PrepackagedSoftware,SPLK
290,n/a,UnitedStates,$303.36M,"SpokHoldings,Inc.",TelecommunicationsEquipment,SPOK
291,2014,UnitedStates,$165.9M,"Sportsman'sWarehouseHoldings,Inc.",OtherSpecialtyStores,SPWH
292,2018,Luxembourg,$23.06B,SpotifyTechnologyS.A.,Broadcasting,SPOT
293,2013,n/a,$389.89M,SpragueResourcesLP,OilRefining/Marketing,SRLP
294,2016,UnitedStates,$96.19M,"SpringBankPharmaceuticals,Inc.",MajorPharmaceuticals,SBPH
295,2013,UnitedStates,$29.29B,SprintCorporation,TelecommunicationsEquipment,S
296,n/a,UnitedStates,$172.43M,"SprottFocusTrust,Inc.",Miscellaneous,FUND
297,2013,UnitedStates,$2.36B,"SproutsFarmersMarket,Inc.",FoodChains,SFM
298,2010,UnitedStates,$1.85B,"SPSCommerce,Inc.",ComputerSoftware:PrepackagedSoftware,SPSC
299,n/a,UnitedStates,$1.33B,SPXCorporation,IndustrialMachinery/Components,SPXC
300,2015,UnitedStates,$1.54B,"SPXFLOW,Inc.",IndustrialMachinery/Components,FLOW
301,2015,UnitedStates,$26.93B,"Square,Inc.",ComputerSoftware:PrepackagedSoftware,SQ
302,n/a,UnitedStates,$1.2B,SRCEnergyInc.,Oil&GasProduction,SRCI
303,2010,UnitedStates,$14.35B,"SS&CTechnologiesHoldings,Inc.",ComputerSoftware:PrepackagedSoftware,SSNC
304,2018,China,$151.8M,SSLJ.comLimited,DiversifiedCommercialServices,YGTY
305,n/a,Canada,$1.37B,SSRMiningInc.,PreciousMetals,SSRM
306,n/a,UnitedStates,$963.81M,St.JoeCompany(The),Homebuilding,JOE
307,n/a,UnitedStates,$1.08B,STAARSurgicalCompany,OphthalmicGoods,STAA
308,n/a,UnitedStates,$13.37M,"Staffing360Solutions,Inc.",ProfessionalServices,STAF
309,2011,UnitedStates,$3.66B,"StagIndustrial,Inc.",RealEstateInvestmentTrusts,STAG
310,n/a,UnitedStates,n/a,"StagIndustrial,Inc.",n/a,STAG^C
311,n/a,UnitedStates,$29.49M,"StageStores,Inc.",Clothing/Shoe/AccessoryStores,SSI
312,1999,UnitedStates,$579.59M,Stamps.comInc.,BusinessServices,STMP
313,n/a,UnitedStates,$131.86M,StandardAVBFinancialCorp.,MajorBanks,STND
314,n/a,n/a,$348.06M,StandardDiversifiedInc.,Tobacco,SDI
